# SYNTHETIC DATASET - GENERATED FOR ACADEMIC DEMONSTRATION ONLY
# This data does NOT represent official Chennai crime statistics.
# Generated by: Chennai Crime Pattern Analyzer (College Capstone Project)
# Fixed seed: 20240101 - Dataset is fully reproducible.
crime_id,date,time,year,month,day_of_week,hour,area,zone,crime_type,severity,latitude,longitude,description,case_status
CMA-000161,2021-11-23,11:14:29,2021,11,Tuesday,11,Vadapalani,West Central,Vehicle Theft,LOW,13.052879,80.216676,Vehicle stolen from commercial parking lot,CLOSED
CMA-000162,2023-12-16,11:02:48,2023,12,Saturday,11,Mylapore,Central,Burglary,MEDIUM,13.034003,80.262630,Office premises burglarised overnight,CLOSED
CMA-000163,2022-09-20,21:00:02,2022,9,Tuesday,21,Egmore,Central,Theft,HIGH,13.073930,80.258344,Pickpocketing reported at a busy market,CLOSED
CMA-000164,2022-02-17,17:40:40,2022,2,Thursday,17,Sholinganallur,South East,Theft,MEDIUM,12.902783,80.231729,Theft of personal belongings in a public area,CLOSED
CMA-000165,2022-09-10,18:10:05,2022,9,Saturday,18,Perambur,North,Fraud,MEDIUM,13.110290,80.236777,Investment fraud complaint; victim lost savings,UNDER_INVESTIGATION
CMA-000166,2024-08-23,23:04:07,2024,8,Friday,23,Thoraipakkam,South East,Vehicle Theft,MEDIUM,12.920022,80.231292,Vehicle stolen from commercial parking lot,UNDER_INVESTIGATION
CMA-000167,2024-08-07,17:27:48,2024,8,Wednesday,17,Perambur,North,Theft,MEDIUM,13.110780,80.233947,Pickpocketing reported at a busy market,CLOSED
CMA-000168,2021-12-11,17:59:00,2021,12,Saturday,17,Nungambakkam,Central,Assault,MEDIUM,13.053282,80.237585,Assault complaint registered outside residential area,CLOSED
CMA-000169,2021-07-18,19:35:59,2021,7,Sunday,19,Ashok Nagar,Central,Cyber Crime,LOW,13.030134,80.218378,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-000170,2020-07-03,00:24:29,2020,7,Friday,0,Tambaram,South West,Robbery,MEDIUM,12.920886,80.100567,Armed robbery at a small business,UNDER_INVESTIGATION
CMA-000171,2023-05-25,20:25:31,2023,5,Thursday,20,Porur,West,Fraud,LOW,13.039858,80.160402,Cheating complaint filed against unknown person,CLOSED
CMA-000172,2024-01-26,17:49:34,2024,1,Friday,17,Guindy,Central,Fraud,HIGH,13.004712,80.220651,Investment fraud complaint; victim lost savings,CLOSED
CMA-000173,2021-04-06,19:01:32,2021,4,Tuesday,19,Pallavaram,South West,Vehicle Theft,HIGH,12.965239,80.144511,Motorcycle stolen during market visit,CLOSED
CMA-000174,2022-07-31,20:27:08,2022,7,Sunday,20,Kodambakkam,West Central,Vandalism,MEDIUM,13.050959,80.223453,Graffiti and damage reported at public park,UNDER_INVESTIGATION
CMA-000175,2024-06-01,09:29:40,2024,6,Saturday,9,Anna Nagar,North,Vehicle Theft,LOW,13.084604,80.211674,Vehicle stolen from commercial parking lot,CLOSED
CMA-000176,2023-02-17,15:44:58,2023,2,Friday,15,Guindy,Central,Theft,MEDIUM,13.004635,80.225115,Theft of personal belongings in a public area,CLOSED
CMA-000177,2023-04-29,06:06:48,2023,4,Saturday,6,Ambattur,North West,Theft,MEDIUM,13.117656,80.159591,Petty theft reported near a commercial establishment,CLOSED
CMA-000178,2020-11-11,20:20:33,2020,11,Wednesday,20,Guindy,Central,Theft,LOW,13.004849,80.220062,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-000179,2022-07-11,11:56:13,2022,7,Monday,11,Thoraipakkam,South East,Robbery,MEDIUM,12.921547,80.225485,Bag snatching during early morning hours,CLOSED
CMA-000180,2020-10-17,01:39:49,2020,10,Saturday,1,Pallavaram,South West,Theft,MEDIUM,12.964044,80.145401,Shoplifting incident at a retail store,CLOSED
CMA-000181,2023-10-27,20:15:50,2023,10,Friday,20,Red Hills,North,Theft,LOW,13.183664,80.183814,Pickpocketing reported at a busy market,CLOSED
CMA-000182,2021-02-06,18:03:20,2021,2,Saturday,18,Red Hills,North,Chain Snatching,MEDIUM,13.187276,80.178101,Gold chain snatched by two-wheeler-borne persons,UNDER_INVESTIGATION
CMA-000183,2024-10-08,12:06:45,2024,10,Tuesday,12,Chromepet,South West,Vandalism,MEDIUM,12.948997,80.139182,Vehicle windshield damaged in parking area,UNDER_INVESTIGATION
CMA-000184,2024-04-08,08:06:07,2024,4,Monday,8,Kodambakkam,West Central,Vehicle Theft,LOW,13.047805,80.223381,Vehicle stolen from commercial parking lot,CLOSED
CMA-000185,2023-09-29,00:10:15,2023,9,Friday,0,Adyar,South,Theft,LOW,13.003592,80.259827,Shoplifting incident at a retail store,CLOSED
CMA-000186,2022-01-13,18:19:33,2022,1,Thursday,18,Saidapet,Central,Theft,MEDIUM,13.016744,80.225957,Shoplifting incident at a retail store,CLOSED
CMA-000187,2021-07-18,14:43:57,2021,7,Sunday,14,Vadapalani,West Central,Vandalism,MEDIUM,13.045332,80.212902,Vehicle windshield damaged in parking area,CLOSED
CMA-000188,2022-06-25,01:46:51,2022,6,Saturday,1,Tambaram,South West,Theft,MEDIUM,12.920544,80.101986,Pickpocketing reported at a busy market,UNDER_INVESTIGATION
CMA-000189,2021-06-11,12:03:11,2021,6,Friday,12,Egmore,Central,Vehicle Theft,LOW,13.068470,80.264370,Two-wheeler reported stolen from parking area,CLOSED
CMA-000190,2022-10-26,17:33:32,2022,10,Wednesday,17,Porur,West,Theft,MEDIUM,13.033811,80.159189,Pickpocketing reported at a busy market,CLOSED
CMA-000191,2024-05-30,04:39:01,2024,5,Thursday,4,Velachery,South,Vehicle Theft,MEDIUM,12.982173,80.216037,Motorcycle stolen during market visit,CLOSED
CMA-000192,2021-05-10,10:45:13,2021,5,Monday,10,Avadi,North West,Cyber Crime,LOW,13.115063,80.095395,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-000193,2022-05-24,00:40:38,2022,5,Tuesday,0,Mogappair,North West,Cyber Crime,MEDIUM,13.081145,80.173630,Victim defrauded via phishing link,CLOSED
CMA-000194,2023-03-16,21:30:44,2023,3,Thursday,21,T Nagar,Central,Vehicle Theft,LOW,13.046507,80.232468,Two-wheeler reported stolen from parking area,CLOSED
CMA-000195,2021-05-24,16:19:49,2021,5,Monday,16,Pallavaram,South West,Theft,MEDIUM,12.966592,80.148057,Shoplifting incident at a retail store,CLOSED
CMA-000196,2023-03-04,08:17:34,2023,3,Saturday,8,Red Hills,North,Assault,MEDIUM,13.183232,80.178175,Assault during a road-rage incident,CLOSED
CMA-000197,2023-06-03,02:34:23,2023,6,Saturday,2,Ambattur,North West,Cyber Crime,LOW,13.109601,80.154760,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-000198,2022-12-22,18:05:25,2022,12,Thursday,18,Vadapalani,West Central,Burglary,MEDIUM,13.054812,80.207974,Residential burglary reported; entry through rear window,CLOSED
CMA-000199,2023-03-07,20:35:11,2023,3,Tuesday,20,Vadapalani,West Central,Robbery,HIGH,13.053805,80.208156,Armed robbery at a small business,UNDER_INVESTIGATION
CMA-000200,2023-05-30,18:41:58,2023,5,Tuesday,18,Mylapore,Central,Vehicle Theft,MEDIUM,13.035117,80.270584,Car theft reported from residential street,CLOSED
CMA-000201,2023-02-26,19:34:18,2023,2,Sunday,19,Mogappair,North West,Vandalism,MEDIUM,13.086640,80.177798,Public property damaged by unknown persons,UNDER_INVESTIGATION
CMA-000202,2022-06-27,12:32:41,2022,6,Monday,12,Mogappair,North West,Vandalism,MEDIUM,13.086634,80.176422,Public property damaged by unknown persons,UNDER_INVESTIGATION
CMA-000203,2021-11-26,07:35:42,2021,11,Friday,7,Mogappair,North West,Vehicle Theft,HIGH,13.085336,80.173030,Motorcycle stolen during market visit,UNDER_INVESTIGATION
CMA-000204,2021-07-24,12:50:52,2021,7,Saturday,12,Thoraipakkam,South East,Cyber Crime,MEDIUM,12.922524,80.226796,Online banking fraud reported,CLOSED
CMA-000205,2022-05-05,12:53:42,2022,5,Thursday,12,Mogappair,North West,Vandalism,MEDIUM,13.078420,80.175429,Vehicle windshield damaged in parking area,CLOSED
CMA-000206,2023-04-24,11:55:05,2023,4,Monday,11,Ashok Nagar,Central,Cyber Crime,HIGH,13.025488,80.211362,Social media impersonation complaint,CLOSED
CMA-000207,2023-01-06,13:31:20,2023,1,Friday,13,T Nagar,Central,Robbery,MEDIUM,13.045523,80.230986,Armed robbery at a small business,CLOSED
CMA-000208,2023-08-21,00:42:22,2023,8,Monday,0,Vadapalani,West Central,Burglary,HIGH,13.053921,80.215516,Commercial premises broken into during non-business hours,CLOSED
CMA-000209,2023-11-15,15:41:58,2023,11,Wednesday,15,Anna Nagar,North,Chain Snatching,MEDIUM,13.088171,80.210393,Victim's necklace snatched at roadside,UNDER_INVESTIGATION
CMA-000210,2021-12-06,18:45:35,2021,12,Monday,18,Vadapalani,West Central,Theft,MEDIUM,13.045946,80.213531,Pickpocketing reported at a busy market,CLOSED
CMA-000211,2024-02-03,11:47:52,2024,2,Saturday,11,Vadapalani,West Central,Cyber Crime,HIGH,13.048634,80.213068,OTP-based fraud reported; victim lost funds,CLOSED
CMA-000212,2022-12-18,01:03:16,2022,12,Sunday,1,Egmore,Central,Theft,MEDIUM,13.070803,80.261098,Theft of personal belongings in a public area,CLOSED
CMA-000213,2023-01-04,21:42:58,2023,1,Wednesday,21,Kodambakkam,West Central,Theft,MEDIUM,13.049720,80.224994,Petty theft reported near a commercial establishment,UNDER_INVESTIGATION
CMA-000214,2020-11-03,01:15:26,2020,11,Tuesday,1,Saidapet,Central,Theft,MEDIUM,13.017396,80.225077,Pickpocketing reported at a busy market,CLOSED
CMA-000215,2022-01-08,21:47:58,2022,1,Saturday,21,Porur,West,Cyber Crime,HIGH,13.040553,80.154096,Social media impersonation complaint,CLOSED
CMA-000216,2020-08-02,17:33:56,2020,8,Sunday,17,Guindy,Central,Robbery,HIGH,13.002333,80.225445,Bag snatching during early morning hours,CLOSED
CMA-000217,2020-04-03,18:35:21,2020,4,Friday,18,Porur,West,Fraud,LOW,13.035739,80.158552,Investment fraud complaint; victim lost savings,CLOSED
CMA-000218,2022-07-25,17:31:11,2022,7,Monday,17,Pallavaram,South West,Cyber Crime,HIGH,12.970266,80.145295,Victim defrauded via phishing link,CLOSED
CMA-000219,2021-09-13,20:52:40,2021,9,Monday,20,Porur,West,Vehicle Theft,LOW,13.037116,80.159526,Vehicle stolen from commercial parking lot,CLOSED
CMA-000220,2021-08-15,03:18:14,2021,8,Sunday,3,Chromepet,South West,Robbery,MEDIUM,12.948455,80.140199,Armed robbery at a small business,UNDER_INVESTIGATION
CMA-000221,2022-08-20,18:51:24,2022,8,Saturday,18,Pallavaram,South West,Theft,MEDIUM,12.965125,80.152422,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-000222,2022-01-12,00:43:53,2022,1,Wednesday,0,Triplicane,Central,Vehicle Theft,LOW,13.063437,80.279412,Vehicle stolen from commercial parking lot,CLOSED
CMA-000223,2021-04-08,04:27:18,2021,4,Thursday,4,Egmore,Central,Theft,MEDIUM,13.075396,80.259672,Petty theft reported near a commercial establishment,CLOSED
CMA-000224,2020-10-25,00:49:17,2020,10,Sunday,0,Mylapore,Central,Cyber Crime,MEDIUM,13.039306,80.268860,Social media impersonation complaint,CLOSED
CMA-000225,2021-05-14,14:48:04,2021,5,Friday,14,Kodambakkam,West Central,Cyber Crime,HIGH,13.054602,80.224381,Social media impersonation complaint,UNDER_INVESTIGATION
CMA-000226,2022-05-15,01:56:56,2022,5,Sunday,1,T Nagar,Central,Vehicle Theft,LOW,13.045735,80.232571,Motorcycle stolen during market visit,UNDER_INVESTIGATION
CMA-000227,2020-01-29,18:38:04,2020,1,Wednesday,18,Adyar,South,Chain Snatching,LOW,13.005097,80.256282,Chain snatching incident on busy street,CLOSED
CMA-000228,2021-01-09,00:40:42,2021,1,Saturday,0,Avadi,North West,Theft,LOW,13.119040,80.095286,Shoplifting incident at a retail store,CLOSED
CMA-000229,2022-04-22,02:32:34,2022,4,Friday,2,Avadi,North West,Vehicle Theft,LOW,13.110446,80.102052,Car theft reported from residential street,CLOSED
CMA-000230,2021-03-23,02:20:48,2021,3,Tuesday,2,Red Hills,North,Assault,MEDIUM,13.186755,80.177837,Assault complaint registered outside residential area,CLOSED
CMA-000231,2021-04-09,02:15:34,2021,4,Friday,2,T Nagar,Central,Harassment,LOW,13.041527,80.231887,Harassment complaint registered; offender fled,CLOSED
CMA-000232,2023-01-21,17:50:54,2023,1,Saturday,17,Royapettah,Central,Theft,MEDIUM,13.050720,80.259236,Theft of personal belongings in a public area,CLOSED
CMA-000233,2024-01-30,07:16:45,2024,1,Tuesday,7,Tambaram,South West,Chain Snatching,HIGH,12.920560,80.095962,Victim's necklace snatched at roadside,UNDER_INVESTIGATION
CMA-000234,2020-03-16,21:41:29,2020,3,Monday,21,Nungambakkam,Central,Burglary,HIGH,13.059208,80.247211,House break-in reported; valuables stolen,CLOSED
CMA-000235,2022-12-25,23:56:57,2022,12,Sunday,23,Mylapore,Central,Vehicle Theft,LOW,13.038657,80.272061,Two-wheeler reported stolen from parking area,UNDER_INVESTIGATION
CMA-000236,2024-10-04,01:50:15,2024,10,Friday,1,Guindy,Central,Theft,MEDIUM,13.009543,80.216086,Petty theft reported near a commercial establishment,CLOSED
CMA-000237,2022-01-27,04:43:37,2022,1,Thursday,4,Nungambakkam,Central,Fraud,HIGH,13.061665,80.240507,Job offer scam reported,UNDER_INVESTIGATION
CMA-000238,2022-12-09,12:08:02,2022,12,Friday,12,Egmore,Central,Assault,MEDIUM,13.072908,80.256225,Physical altercation reported in public area,CLOSED
CMA-000239,2023-12-14,02:52:03,2023,12,Thursday,2,Pallavaram,South West,Burglary,LOW,12.964527,80.151631,Commercial premises broken into during non-business hours,UNDER_INVESTIGATION
CMA-000240,2024-08-09,11:42:13,2024,8,Friday,11,Egmore,Central,Theft,MEDIUM,13.069366,80.257568,Shoplifting incident at a retail store,UNDER_INVESTIGATION
CMA-000241,2021-02-23,01:26:17,2021,2,Tuesday,1,Saidapet,Central,Theft,MEDIUM,13.024081,80.220362,Theft of personal belongings in a public area,CLOSED
CMA-000242,2021-04-26,21:23:45,2021,4,Monday,21,Mogappair,North West,Vehicle Theft,MEDIUM,13.084147,80.175894,Car theft reported from residential street,CLOSED
CMA-000243,2022-08-31,21:17:21,2022,8,Wednesday,21,Egmore,Central,Vehicle Theft,MEDIUM,13.075535,80.264088,Two-wheeler reported stolen from parking area,UNDER_INVESTIGATION
CMA-000244,2023-04-29,00:18:09,2023,4,Saturday,0,T Nagar,Central,Burglary,MEDIUM,13.038666,80.235872,Commercial premises broken into during non-business hours,CLOSED
CMA-000245,2020-06-10,04:43:08,2020,6,Wednesday,4,Ashok Nagar,Central,Cyber Crime,LOW,13.031713,80.215252,Victim defrauded via phishing link,CLOSED
CMA-000246,2024-06-09,17:36:25,2024,6,Sunday,17,Red Hills,North,Assault,MEDIUM,13.188393,80.178971,Assault complaint registered outside residential area,UNDER_INVESTIGATION
CMA-000247,2022-01-27,21:17:11,2022,1,Thursday,21,Mogappair,North West,Vehicle Theft,LOW,13.078912,80.173079,Motorcycle stolen during market visit,CLOSED
CMA-000248,2024-03-13,02:19:20,2024,3,Wednesday,2,Thoraipakkam,South East,Theft,LOW,12.928085,80.228903,Pickpocketing reported at a busy market,CLOSED
CMA-000249,2023-05-22,19:57:02,2023,5,Monday,19,Royapettah,Central,Cyber Crime,MEDIUM,13.048094,80.258148,OTP-based fraud reported; victim lost funds,UNDER_INVESTIGATION
CMA-000250,2022-12-26,02:44:09,2022,12,Monday,2,Adyar,South,Vandalism,MEDIUM,13.004152,80.257066,Vehicle windshield damaged in parking area,UNDER_INVESTIGATION
CMA-000251,2021-11-29,18:10:15,2021,11,Monday,18,Red Hills,North,Theft,LOW,13.188861,80.182915,Pickpocketing reported at a busy market,UNDER_INVESTIGATION
CMA-000252,2021-01-13,08:58:31,2021,1,Wednesday,8,Ashok Nagar,Central,Vehicle Theft,HIGH,13.026710,80.215123,Vehicle stolen from commercial parking lot,CLOSED
CMA-000253,2024-01-27,16:36:14,2024,1,Saturday,16,Thoraipakkam,South East,Theft,LOW,12.921305,80.225952,Theft of personal belongings in a public area,UNDER_INVESTIGATION
CMA-000254,2020-11-13,16:10:02,2020,11,Friday,16,Thoraipakkam,South East,Theft,LOW,12.925211,80.225660,Pickpocketing reported at a busy market,CLOSED
CMA-000255,2024-10-07,19:26:38,2024,10,Monday,19,Perambur,North,Theft,LOW,13.116784,80.236974,Theft of personal belongings in a public area,CLOSED
CMA-000256,2023-12-26,07:30:43,2023,12,Tuesday,7,Perambur,North,Assault,MEDIUM,13.118658,80.235625,Physical altercation at a commercial venue,CLOSED
CMA-000257,2024-03-31,04:46:47,2024,3,Sunday,4,Egmore,Central,Burglary,HIGH,13.076559,80.256330,Commercial premises broken into during non-business hours,CLOSED
CMA-000258,2023-07-14,01:54:56,2023,7,Friday,1,Kodambakkam,West Central,Burglary,HIGH,13.047947,80.221211,House break-in reported; valuables stolen,UNDER_INVESTIGATION
CMA-000259,2022-08-05,12:04:33,2022,8,Friday,12,Vadapalani,West Central,Cyber Crime,MEDIUM,13.048878,80.210536,Social media impersonation complaint,CLOSED
CMA-000260,2020-11-21,21:42:24,2020,11,Saturday,21,Egmore,Central,Vehicle Theft,MEDIUM,13.076303,80.257808,Vehicle stolen from commercial parking lot,CLOSED
CMA-000261,2020-07-15,20:39:07,2020,7,Wednesday,20,Sholinganallur,South East,Burglary,LOW,12.903105,80.225783,Residential burglary reported; entry through rear window,CLOSED
CMA-000262,2023-12-28,17:07:18,2023,12,Thursday,17,Nungambakkam,Central,Robbery,MEDIUM,13.053437,80.246258,Bag snatching during early morning hours,UNDER_INVESTIGATION
CMA-000263,2021-08-29,17:42:40,2021,8,Sunday,17,Vadapalani,West Central,Vehicle Theft,LOW,13.047864,80.216011,Two-wheeler reported stolen from parking area,CLOSED
CMA-000264,2020-06-02,23:09:57,2020,6,Tuesday,23,Saidapet,Central,Vandalism,HIGH,13.023365,80.220032,Shop shutters damaged overnight,CLOSED
CMA-000265,2022-12-14,20:54:54,2022,12,Wednesday,20,Kodambakkam,West Central,Robbery,MEDIUM,13.049242,80.223809,Robbery at ATM vicinity,CLOSED
CMA-000266,2020-10-20,20:06:41,2020,10,Tuesday,20,Mylapore,Central,Vehicle Theft,LOW,13.040161,80.271158,Motorcycle stolen during market visit,CLOSED
CMA-000267,2024-03-04,12:09:04,2024,3,Monday,12,Chromepet,South West,Burglary,LOW,12.955097,80.144130,House break-in reported; valuables stolen,CLOSED
CMA-000268,2022-01-07,01:45:05,2022,1,Friday,1,Chromepet,South West,Fraud,HIGH,12.949141,80.148407,Job offer scam reported,CLOSED
CMA-000269,2024-09-03,07:03:02,2024,9,Tuesday,7,Ambattur,North West,Vandalism,MEDIUM,13.114480,80.152757,Shop shutters damaged overnight,CLOSED
CMA-000270,2021-01-16,00:21:08,2021,1,Saturday,0,Mylapore,Central,Vandalism,MEDIUM,13.039894,80.271502,Graffiti and damage reported at public park,CLOSED
CMA-000271,2022-07-02,00:53:04,2022,7,Saturday,0,Sholinganallur,South East,Vehicle Theft,LOW,12.901623,80.223995,Motorcycle stolen during market visit,UNDER_INVESTIGATION
CMA-000272,2022-09-14,20:25:10,2022,9,Wednesday,20,Red Hills,North,Theft,LOW,13.189308,80.178651,Petty theft reported near a commercial establishment,CLOSED
CMA-000273,2020-11-22,21:36:09,2020,11,Sunday,21,Mogappair,North West,Burglary,HIGH,13.085795,80.173063,Office premises burglarised overnight,UNDER_INVESTIGATION
CMA-000274,2023-09-07,03:18:24,2023,9,Thursday,3,Kodambakkam,West Central,Cyber Crime,LOW,13.054635,80.219455,Online banking fraud reported,UNDER_INVESTIGATION
CMA-000275,2022-08-10,01:11:18,2022,8,Wednesday,1,Mylapore,Central,Robbery,MEDIUM,13.033523,80.263353,Street robbery reported; victim confronted by perpetrators,CLOSED
CMA-000276,2021-06-28,21:59:32,2021,6,Monday,21,Saidapet,Central,Robbery,HIGH,13.018968,80.220230,Bag snatching during early morning hours,UNDER_INVESTIGATION
CMA-000277,2024-04-08,01:45:55,2024,4,Monday,1,Royapettah,Central,Burglary,HIGH,13.056025,80.264314,Residential burglary reported; entry through rear window,CLOSED
CMA-000278,2021-10-18,16:09:47,2021,10,Monday,16,Ambattur,North West,Theft,LOW,13.116394,80.156832,Theft of personal belongings in a public area,CLOSED
CMA-000279,2024-05-01,15:57:54,2024,5,Wednesday,15,Mogappair,North West,Vandalism,LOW,13.079591,80.175256,Graffiti and damage reported at public park,UNDER_INVESTIGATION
CMA-000280,2020-06-25,21:16:57,2020,6,Thursday,21,Egmore,Central,Theft,HIGH,13.068807,80.258817,Theft of personal belongings in a public area,CLOSED
CMA-000281,2022-02-18,21:04:15,2022,2,Friday,21,Sholinganallur,South East,Assault,MEDIUM,12.905284,80.229852,Assault during a road-rage incident,UNDER_INVESTIGATION
CMA-000282,2024-07-03,21:14:12,2024,7,Wednesday,21,Egmore,Central,Burglary,LOW,13.071372,80.260516,House break-in reported; valuables stolen,UNDER_INVESTIGATION
CMA-000283,2022-02-06,06:47:24,2022,2,Sunday,6,Royapettah,Central,Harassment,MEDIUM,13.056797,80.264724,Harassment complaint registered; offender fled,CLOSED
CMA-000284,2022-07-01,22:39:54,2022,7,Friday,22,Mylapore,Central,Theft,LOW,13.033988,80.263579,Theft of personal belongings in a public area,CLOSED
CMA-000285,2023-12-31,13:14:21,2023,12,Sunday,13,Anna Nagar,North,Robbery,HIGH,13.089206,80.210124,Bag snatching during early morning hours,CLOSED
CMA-000286,2023-06-30,13:49:12,2023,6,Friday,13,Red Hills,North,Vehicle Theft,MEDIUM,13.188037,80.177858,Two-wheeler reported stolen from parking area,CLOSED
CMA-000287,2022-09-02,15:45:26,2022,9,Friday,15,Adyar,South,Harassment,LOW,12.998440,80.260102,Stalking and harassment complaint filed,CLOSED
CMA-000288,2021-03-01,18:11:14,2021,3,Monday,18,Saidapet,Central,Theft,MEDIUM,13.016268,80.223897,Theft of personal belongings in a public area,CLOSED
